Gene Name,ORF,SD Localization,SD Intensity (Median),SD STD,N' NOP1pr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' TEF2pr-mCherry in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NATIVEpr-GFP in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,DTT Localization,DTT Intensity (Median),DTT Fold Change,Significance of DTT Intensity (Median) Change,DTT STD,H2O2 Localization,H2O2 Intensity (Median),H2O2 Fold Change,Significance of H2O2 Intensity (Median) Change,H2O2 STD,Starvation Localization,Starvation Intensity (Median),Starvation Fold Change,Significance of Starvation Intensity (Median) Change,Starvation STD,Pup2 DAmP Localization,MA3 Localization,MA3 Intensity (Median),MA3 Fold Change,Significance of MA3 Intensity (Median) Change,MA3 STD,Description
"YAH1","YPL252C","mitochondria","69.08","17.454","mitochondria","77.4448","missing","17.7208","below threshold","","#N/A","","mitochondria","49.22","0.71","0","19.05","mitochondria","45.16","0.65","0","8.48","mitochondria","46.61","0.67","0","","mitochondria","mitochondria","68.9009","0.997348","0","14.7573","Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin"
"YBL095W","YBL095W","mitochondria","19.33","4.52885","","","","","","","","","mitochondria","22.98","1.18","0","9.12","mitochondria","19.98","1.03","0","3.95","mitochondria","22.72","1.17","0","","mitochondria","mitochondria","19.7071","1.0192","0","3.87845","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YBR238C","YBR238C","mitochondria","25.58","6.83986","cytosol","67.1903","cytosol","24.1267","cytosol","35.4751","cytosol","33.315","mitochondria","22.12","0.86","0","5.9","mitochondria","23.58","0.92","0","4.76","mitochondria","17.83","0.69","-1","","mitochondria","mitochondria","29.6169","1.15778","0","4.35736","Mitochondrial membrane protein with similarity to Rmd9p; not required for respiratory growth but causes a synthetic respiratory defect in combination with rmd9 mutations; transcriptionally up-regulated by TOR; deletion increases life span"
"YDL157C","YDL157C","mitochondria","21.61","","cytosol,punctate","149.239","punctate,nucleus","42.5877","cytosol","55.1687","#N/A","0","mitochondria","23.33","1.07","0","","mitochondria","27.82","1.28","0","","mitochondria","17.34","0.8","-1","","","","","","","","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YDL183C","YDL183C","mitochondria","16.75","","mitochondria","74.4324","mitochondria","24.6799","mitochondria","68.9064","#N/A","37.9272","mitochondria","19.48","1.16","0","","mitochondria","19.43","1.15","0","","mitochondria","36.95","2.2","0","","","","","","","","Putative protein of unknown function; YDL183C is not an essential gene"
"YEA6","YEL006W","mitochondria","17.61","","cytosol","55.347","cytosol","29.1097","below threshold","85.2174","cytosol","33.3896","mitochondria","16.37","0.92","0","","mitochondria","17.84","1.01","0","","mitochondria","16.67","0.94","0","","","","","","","","Putative mitochondrial NAD+ transporter, member of the mitochondrial carrier subfamily (see also YIA6); has putative human ortholog"
"YFH1","YDL120W","mitochondria","36.99","","mitochondria","151.448","missing","69.6597","mitochondria","","#N/A","76.188","mitochondria","37.4","1.01","0","","mitochondria","36.06","0.97","0","","mitochondria","35.42","0.95","0","","","","","","","","Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia"
"YGL081W","YGL081W","mitochondria","17.5","","nuclear periphery","38.7257","nuclear periphery","19.4662","ambiguous","33.6943","below threshold","27.633","mitochondria","","","","","mitochondria","","","","","technical problem","","","","","","","","","","","Putative protein of unknown function; non-essential gene; interacts genetically with CHS5, a gene involved in chitin biosynthesis"
"YGR015C","YGR015C","mitochondria","19.03","","cytosol","49.6996","missing","17.7716","punctate","0","#N/A","0","mitochondria","19.49","1.02","0","","mitochondria","18.82","0.98","0","","mitochondria","15.92","0.83","0","","","","","","","","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion"
"YHM2","YMR241W","mitochondria","148.44","","mitochondria","158.165","mitochondria","61.3526","mitochondria","32.5763","mitochondria","26.047","mitochondria","109.25","0.73","0","","mitochondria","133.41","0.89","0","","mitochondria","67.87","0.45","-1","","","","","","","","Mitochondrial DNA-binding protein, component of the mitochondrial nucleoid structure, involved in mtDNA replication and segregation of mitochondrial genomes; member of the mitochondrial carrier protein family"
"YIL077C","YIL077C","mitochondria","22.9","6.76348","mitochondria","52.2087","mitochondria","21.3681","mitochondria","35.7487","#N/A","","mitochondria","26.14","1.14","0","8.31","mitochondria","25.07","1.09","0","5.36","mitochondria","23.82","1.03","0","","mitochondria","mitochondria","24.9742","1.09026","0","2.45832","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO)"
"YIR024C","YIR024C","mitochondria","18.1","4.23774","","","","","","","","","mitochondria","22.41","1.23","0","8","mitochondria","15.96","0.88","0","3.02","mitochondria","19.69","1.08","0","","mitochondria","mitochondria","17.8325","0.985152","0","2.26897","Protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; interacts with Arh1p, a mitochondrial oxidoreductase; deletion mutant has a respiratory growth defect"
"YJL147C","YJL147C","mitochondria","23.74","6.55252","","","","","","","","","mitochondria","18.25","0.76","-1","5.77","mitochondria","21.83","0.91","0","4.73","mitochondria","26.47","1.11","0","","mitochondria","mitochondria","20.3066","0.855063","0","3.30805","Mitochondrial protein of unknown function; homozygous diploid deletion strain has a sporulation defect characterized by elevated dityrosine in the soluble fraction; expression induced by calcium shortage; YJL147W is a non-essential gene"
"YJR003C","YJR003C","mitochondria","42.64","9.59616","","","","","","","","","mitochondria","46.28","1.08","0","14.82","mitochondria","47.03","1.1","0","6.58","mitochondria","36.78","0.86","0","","mitochondria","mitochondria","46.4754","1.08973","0","4.88723","Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis"
"YJR085C","YJR085C","mitochondria","25.75","6.39348","mitochondria","151.493","mitochondria","23.7241","punctate","104.851","mitochondria","28.3822","mitochondria","32.21","1.25","0","13.84","mitochondria","29.56","1.14","0","6.12","mitochondria","32.84","1.27","0","","mitochondria","mitochondria","20.0055","0.776738","0","4.98154","Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YKL027W","YKL027W","mitochondria","54.77","13.4537","","","","","","","","","mitochondria","42.4","0.77","0","15.26","mitochondria","56.76","1.03","0","9.95","mitochondria","20.9","0.38","-1","","mitochondria","mitochondria","54.7617","0.999718","0","6.39764","Protein of unknown function, localized to the mitochondrial outer membrane"
"YKL162C","YKL162C","mitochondria","20.34","4.12024","cytosol","29.1688","below threshold","20.2677","below threshold","6.39472","#N/A","23.9642","mitochondria","16.94","0.83","0","6.65","mitochondria","21.15","1.03","0","3.19","mitochondria","17.8","0.87","0","","mitochondria","mitochondria","22.1209","1.08717","0","4.43814","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion"
"YKR070W","YKR070W","mitochondria","21.65","6.01247","cytosol","160.854","cytosol","24.0827","punctate","146.341","cytosol","29.9657","mitochondria","19.91","0.91","0","9.1","mitochondria","23.16","1.06","0","4.53","mitochondria","29.14","1.34","1","","mitochondria","mitochondria","19.6745","0.908263","0","3.82514","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YLH47","YPR125W","mitochondria","90.11","21.1835","mitochondria","94.3019","mitochondria","41.3233","mitochondria","60.9864","#N/A","32.3492","mitochondria","97.14","1.07","0","30.66","mitochondria","102.61","1.13","0","16.58","mitochondria","61.05","0.67","0","","mitochondria","mitochondria","89.5501","0.993726","0","14.1062","Mitochondrial inner membrane protein exposed to the mitochondrial matrix, associates with mitochondrial ribosomes, NOT required for respiratory growth; homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome"
"YLR281C","YLR281C","mitochondria","20.24","4.45316","mitochondria","75.4403","mitochondria","18.6931","ambiguous,mitochondria","42.8929","#N/A","29.6752","mitochondria","21.14","1.04","0","6.9","mitochondria","18.13","0.89","0","3.24","mitochondria","18.1","0.89","0","","mitochondria","mitochondria","18.405","0.909151","0","3.7477","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YLR281C is not an essential gene"
"YLR290C","YLR290C","mitochondria","23.72","6.75048","","","","","","","","","mitochondria","28.97","1.22","0","11.95","mitochondria","23.61","0.99","0","3.88","mitochondria","31.71","1.33","1","","mitochondria","mitochondria","22.5332","0.949678","0","4.09346","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR290C is not an essential gene"
"YMC1","YPR058W","mitochondria","17.11","4.88006","mitochondria","190.789","mitochondria","22.5782","mitochondria","182.786","mitochondria","33.0288","cytosol","12.76","0.74","0","3.81","vacuole","19.31","1.12","0","4.21","cytosol","15.59","0.91","0","","mitochondria","mitochondria","17.8787","1.0438","0","3.01469","Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc2p"
"YME1","YPR024W","mitochondria","28.92","7.98375","mitochondria","37.4399","cell periphery,vacuole","","missing","0","#N/A","","mitochondria","25.16","0.86","0","8.18","mitochondria","27.41","0.94","0","6.97","mitochondria","21.89","0.75","0","","mitochondria","mitochondria","21.0347","0.727114","0","2.72001","Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex, which is responsible for degradation of unfolded or misfolded mitochondrial gene products; mutation causes an elevated rate of mitochondrial turnover"
"YML007C-A","YML007C-A","mitochondria","33.11","11.3385","","","","","","","","","mitochondria","53.22","1.6","1","17.03","mitochondria","34.87","1.05","0","7.31","mitochondria","47.26","1.42","1","","cytosol","mitochondria","32.5588","0.983123","0","9.5848","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria"
"YML6","YML025C","mitochondria","42.1","12.07","","","","","","","","","mitochondria","48.63","1.15","0","14.65","mitochondria","51.4","1.22","0","9.16","mitochondria","51.69","1.22","0","","mitochondria","mitochondria","50.9895","1.21091","0","8.74073","Mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins"
"YMR252C","YMR252C","mitochondria","20.5","5.10767","mitochondria","169.817","mitochondria","15.2758","mitochondria","6.71114","#N/A","25.7066","mitochondria","19.71","0.96","0","8.76","mitochondria","17.9","0.87","0","3.62","mitochondria","18.53","0.9","0","","mitochondria","mitochondria","16.041","0.782255","0","2.01812","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YMR252C is not an essential gene"
"YNL122C","YNL122C","mitochondria","29.69","6.21296","nucleus","23.9731","below threshold","20.7305","punctate","4.80832","#N/A","0","mitochondria","22.54","0.75","0","6.93","mitochondria","29.72","1","0","6.58","mitochondria","20.24","0.68","-1","3.62","mitochondria","mitochondria","22.7577","0.766265","0","2.72994","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL122C is not an essential gene"
"YNL198C","YNL198C","mitochondria","19.51","5.52083","","","","","","","","","mitochondria","17.01","0.87","0","6.72","mitochondria","18.52","0.94","0","2.46","mitochondria","18.51","0.94","0","","mitochondria","mitochondria","16.3642","0.838341","0","3.02831","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
"YNL211C","YNL211C","mitochondria","17.23","4.43255","","","","","","","","","mitochondria","21.56","1.25","0","5.06","mitochondria","17.01","0.98","0","3.77","mitochondria","18.67","1.08","0","","mitochondria","mitochondria","15.7002","0.911109","0","2.18232","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene"
"YNR040W","YNR040W","mitochondria","24.68","6.23999","mitochondria","49.5499","mitochondria","22.3438","mitochondria","51.523","below threshold","24.3239","mitochondria","31.17","1.26","0","13.2","mitochondria","25.18","1.02","0","5.93","mitochondria","21.03","0.85","0","","mitochondria","mitochondria","30.2906","1.22694","0","5.9999","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YOR228C","YOR228C","mitochondria","16.32","4.39094","","","","","","","","","mitochondria","17.29","1.05","0","5.73","mitochondria","18.95","1.16","0","2.63","mitochondria","23.68","1.45","0","","mitochondria","mitochondria","18.2663","1.11876","0","2.60029","Protein of unknown function, localized to the mitochondrial outer membrane"
"YPL107W","YPL107W","mitochondria","30.34","7.39947","cytosol,nucleus","29.7206","below threshold","21.8138","punctate","4.67789","#N/A","0","mitochondria","35.53","1.17","0","12.75","mitochondria","21.35","0.7","-1","4.33","mitochondria","32.27","1.06","0","","mitochondria","mitochondria","31.0506","1.02308","0","4.78387","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YPL107W is not an essential gene"
"YPL168W","YPL168W","mitochondria","19.18","5.13819","","","","","","","","","mitochondria","19.21","1","0","6.37","mitochondria","18.63","0.97","0","3.65","mitochondria","17.9","0.93","0","","mitochondria","mitochondria","19.6992","1.02648","0","2.22221","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated"
"YPR011C","YPR011C","mitochondria","17.03","4.73711","mitochondria","59.8004","vacuole","25.0885","mitochondria","0","#N/A","0","mitochondria","17.2","1","0","6.09","mitochondria","14.57","0.85","0","2.92","mitochondria","18.76","1.1","0","","mitochondria","mitochondria","14.9528","0.877324","0","1.99584","Putative transporter, member of the mitochondrial carrier family; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YTA12","YMR089C","mitochondria","45.45","13.5605","mitochondria","74.7355","mitochondria","26.3598","punctate","112.811","#N/A","40.4062","mitochondria","36.48","0.8","0","12.66","mitochondria","41.34","0.9","0","6.1","mitochondria","56.14","1.23","0","","mitochondria","mitochondria","35.8172","0.787876","0","6.09811","Component, with Afg3p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes"
